file,roi,corrtype,hemi,cb_idx,nvoxels,t
perm_vsm4_IPS4_lh_pearson_tstat1.nii,IPS4,pearson,lh,6.0,124,10.26
perm_vsm4_IPS4_lh_pearson_tstat1.nii,IPS4,pearson,lh,7.0,32,9.60
perm_vsm4_IPS4_lh_pearson_tstat1.nii,IPS4,pearson,lh,8.0,67,7.96
perm_vsm4_IPS4_lh_pearson_tstat1.nii,IPS4,pearson,lh,9.0,17,7.45
perm_vsm4_IPS4_lh_pearson_tstat1.nii,IPS4,pearson,lh,10.0,38,7.63
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,0.0,901616,0.04
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,1.0,75,7.82
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,2.0,159,9.05
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,3.0,183,9.70
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,4.0,159,6.27
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,5.0,159,10.53
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,6.0,124,10.49
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,7.0,32,8.78
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,8.0,67,8.20
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,9.0,17,6.17
perm_vsm4_IPS4_rh_pearson_tstat1.nii,IPS4,pearson,rh,10.0,38,6.96
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,0.0,901616,0.07
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,1.0,75,10.29
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,2.0,159,12.38
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,3.0,183,12.34
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,4.0,159,9.02
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,5.0,159,13.26
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,6.0,124,13.07
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,7.0,32,11.37
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,8.0,67,9.89
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,9.0,17,8.59
perm_vsm4_IPS4_bilat_pearson_tstat1.nii,IPS4,pearson,bilat,10.0,38,9.17
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,0.0,901616,0.06
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,1.0,75,7.88
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,2.0,159,9.32
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,3.0,183,8.22
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,4.0,159,7.09
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,5.0,159,9.25
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,6.0,124,9.46
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,7.0,32,9.04
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,8.0,67,7.29
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,9.0,17,7.19
perm_vsm4_IPS4_lh_partial_tstat1.nii,IPS4,partial,lh,10.0,38,7.29
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,0.0,901616,0.03
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,1.0,75,6.52
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,2.0,159,7.67
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,3.0,183,8.59
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,4.0,159,5.30
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,5.0,159,9.63
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,6.0,124,9.18
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,7.0,32,7.55
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,8.0,67,7.25
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,9.0,17,4.95
perm_vsm4_IPS4_rh_partial_tstat1.nii,IPS4,partial,rh,10.0,38,5.75
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,0.0,901616,0.06
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,1.0,75,7.48
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,2.0,159,9.41
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,3.0,183,7.97
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,4.0,159,6.59
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,5.0,159,9.14
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,6.0,124,9.07
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,7.0,32,8.67
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,8.0,67,6.86
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,9.0,17,7.04
perm_vsm4_IPS5_lh_pearson_tstat1.nii,IPS5,pearson,lh,10.0,38,6.72
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,0.0,901616,0.04
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,1.0,75,6.36
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,2.0,159,6.74
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,3.0,183,8.09
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,4.0,159,5.43
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,5.0,159,8.28
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,6.0,124,8.20
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,7.0,32,5.86
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,8.0,67,5.46
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,9.0,17,4.38
perm_vsm4_IPS5_rh_pearson_tstat1.nii,IPS5,pearson,rh,10.0,38,4.31
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,0.0,901616,0.07
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,1.0,75,9.49
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,2.0,159,11.04
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,3.0,183,11.27
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,4.0,159,8.43
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,5.0,159,11.73
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,6.0,124,11.70
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,7.0,32,9.48
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,8.0,67,8.11
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,9.0,17,7.59
perm_vsm4_IPS5_bilat_pearson_tstat1.nii,IPS5,pearson,bilat,10.0,38,7.35
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,0.0,901616,0.06
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,1.0,75,7.21
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,2.0,159,9.05
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,3.0,183,7.53
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,4.0,159,6.32
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,5.0,159,8.70
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,6.0,124,8.75
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,7.0,32,8.47
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,8.0,67,6.67
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,9.0,17,6.97
perm_vsm4_IPS5_lh_partial_tstat1.nii,IPS5,partial,lh,10.0,38,6.70
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,0.0,901616,0.04
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,1.0,75,5.78
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,2.0,159,6.02
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,3.0,183,7.50
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,4.0,159,5.04
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,5.0,159,7.72
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,6.0,124,7.52
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,7.0,32,5.18
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,8.0,67,4.90
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,9.0,17,3.86
perm_vsm4_IPS5_rh_partial_tstat1.nii,IPS5,partial,rh,10.0,38,3.70
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,0.0,901616,0.08
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,1.0,75,8.39
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,2.0,159,8.29
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,3.0,183,9.46
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,4.0,159,7.24
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,5.0,159,10.97
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,6.0,124,10.91
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,7.0,32,9.36
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,8.0,67,8.28
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,9.0,17,7.57
perm_vsm4_LO1_lh_pearson_tstat1.nii,LO1,pearson,lh,10.0,38,7.13
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,0.0,901616,0.09
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,1.0,75,9.60
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,2.0,159,10.04
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,3.0,183,10.41
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,4.0,159,8.55
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,5.0,159,12.65
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,6.0,124,12.87
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,7.0,32,10.88
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,8.0,67,9.32
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,9.0,17,8.66
perm_vsm4_LO1_rh_pearson_tstat1.nii,LO1,pearson,rh,10.0,38,8.61
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,0.0,901616,0.09
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,1.0,75,9.84
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,2.0,159,9.99
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,3.0,183,10.95
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,4.0,159,8.62
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,5.0,159,12.82
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,6.0,124,12.87
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,7.0,32,10.86
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,8.0,67,9.47
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,9.0,17,8.80
perm_vsm4_LO1_bilat_pearson_tstat1.nii,LO1,pearson,bilat,10.0,38,8.54
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,0.0,901616,0.04
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,1.0,75,3.58
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,2.0,159,3.07
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,3.0,183,4.43
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,4.0,159,3.10
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,5.0,159,4.61
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,6.0,124,4.55
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,7.0,32,4.21
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,8.0,67,3.92
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,9.0,17,3.34
perm_vsm4_LO1_lh_partial_tstat1.nii,LO1,partial,lh,10.0,38,2.94
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,0.0,901616,0.05
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,1.0,75,4.95
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,2.0,159,5.40
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,3.0,183,4.78
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,4.0,159,4.55
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,5.0,159,7.24
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,6.0,124,7.46
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,7.0,32,6.54
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,8.0,67,5.49
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,9.0,17,5.14
perm_vsm4_LO1_rh_partial_tstat1.nii,LO1,partial,rh,10.0,38,5.17
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,0.0,901616,0.07
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,1.0,75,8.80
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,2.0,159,9.78
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,3.0,183,10.62
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,4.0,159,7.38
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,5.0,159,11.67
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,6.0,124,12.01
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,7.0,32,9.79
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,8.0,67,8.65
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,9.0,17,7.73
perm_vsm4_LO2_lh_pearson_tstat1.nii,LO2,pearson,lh,10.0,38,8.09
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,0.0,901616,0.06
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,1.0,75,8.57
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,2.0,159,10.76
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,3.0,183,10.40
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,4.0,159,7.68
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,5.0,159,12.11
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,6.0,124,12.14
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,7.0,32,10.07
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,8.0,67,8.21
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,9.0,17,7.74
perm_vsm4_LO2_rh_pearson_tstat1.nii,LO2,pearson,rh,10.0,38,8.09
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,0.0,901616,0.07
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,1.0,75,9.73
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,2.0,159,11.32
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,3.0,183,11.80
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,4.0,159,8.38
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,5.0,159,13.03
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,6.0,124,13.34
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,7.0,32,10.80
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,8.0,67,9.25
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,9.0,17,8.46
perm_vsm4_LO2_bilat_pearson_tstat1.nii,LO2,pearson,bilat,10.0,38,8.92
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,0.0,901616,0.04
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,1.0,75,5.04
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,2.0,159,4.75
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,3.0,183,5.70
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,4.0,159,4.07
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,5.0,159,6.45
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,6.0,124,6.83
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,7.0,32,5.89
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,8.0,67,5.66
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,9.0,17,4.63
perm_vsm4_LO2_lh_partial_tstat1.nii,LO2,partial,lh,10.0,38,4.74
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,0.0,901616,0.03
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,1.0,75,3.85
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,2.0,159,5.36
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,3.0,183,4.71
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,4.0,159,3.43
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,5.0,159,6.26
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,6.0,124,6.17
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,7.0,32,5.37
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,8.0,67,4.17
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,9.0,17,4.03
perm_vsm4_LO2_rh_partial_tstat1.nii,LO2,partial,rh,10.0,38,4.31
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,0.0,901616,0.05
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,1.0,75,6.78
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,2.0,159,8.64
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,3.0,183,9.30
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,4.0,159,5.98
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,5.0,159,8.63
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,6.0,124,8.27
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,7.0,32,6.64
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,8.0,67,5.88
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,9.0,17,5.96
perm_vsm4_PHC1_lh_pearson_tstat1.nii,PHC1,pearson,lh,10.0,38,6.20
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,0.0,901616,0.04
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,1.0,75,5.48
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,2.0,159,6.49
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,3.0,183,7.61
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,4.0,159,4.45
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,5.0,159,6.79
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,6.0,124,7.52
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,7.0,32,5.52
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,8.0,67,4.74
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,9.0,17,4.57
perm_vsm4_PHC1_rh_pearson_tstat1.nii,PHC1,pearson,rh,10.0,38,5.45
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,0.0,901616,0.05
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,1.0,75,6.91
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,2.0,159,8.46
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,3.0,183,9.57
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,4.0,159,5.83
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,5.0,159,8.60
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,6.0,124,8.98
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,7.0,32,6.86
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,8.0,67,5.98
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,9.0,17,5.97
perm_vsm4_PHC1_bilat_pearson_tstat1.nii,PHC1,pearson,bilat,10.0,38,6.69
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,0.0,901616,0.04
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,1.0,75,6.27
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,2.0,159,7.95
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,3.0,183,8.38
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,4.0,159,5.60
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,5.0,159,7.92
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,6.0,124,7.20
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,7.0,32,6.28
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,8.0,67,5.72
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,9.0,17,5.61
perm_vsm4_PHC1_lh_partial_tstat1.nii,PHC1,partial,lh,10.0,38,5.52
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,0.0,901616,0.03
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,1.0,75,4.29
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,2.0,159,4.87
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,3.0,183,5.82
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,4.0,159,3.34
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,5.0,159,5.27
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,6.0,124,6.33
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,7.0,32,4.51
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,8.0,67,3.83
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,9.0,17,3.69
perm_vsm4_PHC1_rh_partial_tstat1.nii,PHC1,partial,rh,10.0,38,4.50
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,0.0,901616,0.05
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,1.0,75,7.06
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,2.0,159,9.45
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,3.0,183,8.80
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,4.0,159,6.33
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,5.0,159,6.80
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,6.0,124,6.64
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,7.0,32,5.74
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,8.0,67,4.40
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,9.0,17,4.93
perm_vsm4_PHC2_lh_pearson_tstat1.nii,PHC2,pearson,lh,10.0,38,4.80
perm_vsm4_PHC2_rh_pearson_tstat1.nii,PHC2,pearson,rh,0.0,901616,0.04
perm_vsm4_PHC2_rh_pearson_tstat1.nii,PHC2,pearson,rh,1.0,75,5.86
perm_vsm4_PHC2_rh_pearson_tstat1.nii,PHC2,pearson,rh,2.0,159,7.40
perm_vsm4_PHC2_rh_pearson_tstat1.nii,PHC2,pearson,rh,3.0,183,7.58
perm_vsm4_PHC2_rh_pearson_tstat1.nii,PHC2,pearson,rh,4.0,159,5.08
