"","file","roi","corrtype","hemi","cb_idx","nvoxels","t"
"491","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","right_VIIb","124","6.17"
"492","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","left_mOMV","32","5.37"
"493","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","left_lOMV","67","4.17"
"494","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","right_mOMV","17","4.03"
"495","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","right_lOMV","38","4.31"
"496","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","Unassigned","901616","0.05"
"497","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","right_lVIIIb","75","6.78"
"498","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","right_mVIIIb","159","8.64"
"499","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","left_mVIIIb","183","9.3"
"500","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","left_lVIIIb","159","5.98"
"501","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","left_VIIb","159","8.63"
"502","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","right_VIIb","124","8.27"
"503","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","left_mOMV","32","6.64"
"504","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","left_lOMV","67","5.88"
"505","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","right_mOMV","17","5.96"
"506","perm_vsm4_PHC1_lh_pearson_tstat1.nii","PHC1","pearson","lh","right_lOMV","38","6.2"
"507","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","Unassigned","901616","0.04"
"508","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","right_lVIIIb","75","5.48"
"509","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","right_mVIIIb","159","6.49"
"510","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","left_mVIIIb","183","7.61"
"511","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","left_lVIIIb","159","4.45"
"512","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","left_VIIb","159","6.79"
"513","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","right_VIIb","124","7.52"
"514","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","left_mOMV","32","5.52"
"515","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","left_lOMV","67","4.74"
"516","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","right_mOMV","17","4.57"
"517","perm_vsm4_PHC1_rh_pearson_tstat1.nii","PHC1","pearson","rh","right_lOMV","38","5.45"
"518","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","Unassigned","901616","0.05"
"519","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","right_lVIIIb","75","6.91"
"520","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","right_mVIIIb","159","8.46"
"521","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","left_mVIIIb","183","9.57"
"522","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","left_lVIIIb","159","5.83"
"523","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","left_VIIb","159","8.6"
"524","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","right_VIIb","124","8.98"
"525","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","left_mOMV","32","6.86"
"526","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","left_lOMV","67","5.98"
"527","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","right_mOMV","17","5.97"
"528","perm_vsm4_PHC1_bilat_pearson_tstat1.nii","PHC1","pearson","bilat","right_lOMV","38","6.69"
"529","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","Unassigned","901616","0.04"
"530","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","right_lVIIIb","75","6.27"
"531","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","right_mVIIIb","159","7.95"
"532","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","left_mVIIIb","183","8.38"
"533","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","left_lVIIIb","159","5.6"
"534","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","left_VIIb","159","7.92"
"535","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","right_VIIb","124","7.2"
"536","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","left_mOMV","32","6.28"
"537","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","left_lOMV","67","5.72"
"538","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","right_mOMV","17","5.61"
"539","perm_vsm4_PHC1_lh_partial_tstat1.nii","PHC1","partial","lh","right_lOMV","38","5.52"
"540","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","Unassigned","901616","0.03"
"541","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","right_lVIIIb","75","4.29"
"542","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","right_mVIIIb","159","4.87"
"543","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","left_mVIIIb","183","5.82"
"544","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","left_lVIIIb","159","3.34"
"545","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","left_VIIb","159","5.27"
"546","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","right_VIIb","124","6.33"
"547","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","left_mOMV","32","4.51"
"548","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","left_lOMV","67","3.83"
"549","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","right_mOMV","17","3.69"
"550","perm_vsm4_PHC1_rh_partial_tstat1.nii","PHC1","partial","rh","right_lOMV","38","4.5"
"551","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","Unassigned","901616","0.05"
"552","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","right_lVIIIb","75","7.06"
"553","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","right_mVIIIb","159","9.45"
"554","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","left_mVIIIb","183","8.8"
"555","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","left_lVIIIb","159","6.33"
"556","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","left_VIIb","159","6.8"
"557","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","right_VIIb","124","6.64"
"558","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","left_mOMV","32","5.74"
"559","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","left_lOMV","67","4.4"
"560","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","right_mOMV","17","4.93"
"561","perm_vsm4_PHC2_lh_pearson_tstat1.nii","PHC2","pearson","lh","right_lOMV","38","4.8"
"562","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","Unassigned","901616","0.04"
"563","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","right_lVIIIb","75","5.86"
"564","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","right_mVIIIb","159","7.4"
"565","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","left_mVIIIb","183","7.58"
"566","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","left_lVIIIb","159","5.08"
"567","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","left_VIIb","159","6.39"
"568","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","right_VIIb","124","6.85"
"569","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","left_mOMV","32","5.2"
"570","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","left_lOMV","67","4.35"
"571","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","right_mOMV","17","4.13"
"572","perm_vsm4_PHC2_rh_pearson_tstat1.nii","PHC2","pearson","rh","right_lOMV","38","4.89"
"573","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","Unassigned","901616","0.05"
"574","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","right_lVIIIb","75","7.14"
"575","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","right_mVIIIb","159","9.3"
"576","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","left_mVIIIb","183","8.98"
"577","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","left_lVIIIb","159","6.29"
"578","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","left_VIIb","159","7.26"
"579","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","right_VIIb","124","7.52"
"580","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","left_mOMV","32","6.08"
"581","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","left_lOMV","67","4.86"
"582","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","right_mOMV","17","5.01"
"583","perm_vsm4_PHC2_bilat_pearson_tstat1.nii","PHC2","pearson","bilat","right_lOMV","38","5.45"
"584","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","Unassigned","901616","0.05"
"585","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","right_lVIIIb","75","6.66"
"586","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","right_mVIIIb","159","8.99"
"587","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","left_mVIIIb","183","7.86"
"588","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","left_lVIIIb","159","6.01"
"589","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","left_VIIb","159","5.84"
"590","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","right_VIIb","124","5.47"
"591","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","left_mOMV","32","5.31"
"592","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","left_lOMV","67","3.9"
"593","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","right_mOMV","17","4.56"
"594","perm_vsm4_PHC2_lh_partial_tstat1.nii","PHC2","partial","lh","right_lOMV","38","3.9"
"595","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","Unassigned","901616","0.04"
"596","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","right_lVIIIb","75","5.24"
"597","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","right_mVIIIb","159","6.5"
"598","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","left_mVIIIb","183","6.79"
"599","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","left_lVIIIb","159","4.54"
"600","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","left_VIIb","159","5.92"
"601","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","right_VIIb","124","6.46"
"602","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","left_mOMV","32","4.76"
"603","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","left_lOMV","67","4.07"
"604","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","right_mOMV","17","3.79"
"605","perm_vsm4_PHC2_rh_partial_tstat1.nii","PHC2","partial","rh","right_lOMV","38","4.58"
"606","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","Unassigned","901616","0.07"
"607","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","right_lVIIIb","75","9.98"
"608","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","right_mVIIIb","159","12.22"
"609","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","left_mVIIIb","183","10.17"
"610","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","left_lVIIIb","159","8.28"
"611","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","left_VIIb","159","7.95"
"612","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","right_VIIb","124","7.92"
"613","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","left_mOMV","32","8.24"
"614","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","left_lOMV","67","6.09"
"615","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","right_mOMV","17","6.42"
"616","perm_vsm4_SPL1_lh_pearson_tstat1.nii","SPL1","pearson","lh","right_lOMV","38","5.22"
"617","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","Unassigned","901616","0.07"
"618","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","right_lVIIIb","75","10.84"
"619","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","right_mVIIIb","159","12.73"
"620","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","left_mVIIIb","183","12.52"
"621","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","left_lVIIIb","159","8.95"
"622","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","left_VIIb","159","9.61"
"623","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","right_VIIb","124","9.91"
"624","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","left_mOMV","32","9.39"
"625","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","left_lOMV","67","7.72"
"626","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","right_mOMV","17","6.97"
"627","perm_vsm4_SPL1_rh_pearson_tstat1.nii","SPL1","pearson","rh","right_lOMV","38","6.34"
"628","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","Unassigned","901616","0.08"
"629","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","right_lVIIIb","75","11.64"
"630","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","right_mVIIIb","159","14.13"
"631","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","left_mVIIIb","183","12.84"
"632","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","left_lVIIIb","159","9.82"
"633","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","left_VIIb","159","9.88"
"634","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","right_VIIb","124","10"
"635","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","left_mOMV","32","9.91"
"636","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","left_lOMV","67","7.68"
"637","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","right_mOMV","17","7.63"
"638","perm_vsm4_SPL1_bilat_pearson_tstat1.nii","SPL1","pearson","bilat","right_lOMV","38","6.58"
"639","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","Unassigned","901616","0.06"
"640","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","right_lVIIIb","75","7.79"
"641","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","right_mVIIIb","159","9.35"
"642","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","left_mVIIIb","183","6.74"
"643","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","left_lVIIIb","159","6.11"
"644","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","left_VIIb","159","5.15"
"645","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","right_VIIb","124","5.29"
"646","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","left_mOMV","32","5.61"
"647","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","left_lOMV","67","3.88"
"648","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","right_mOMV","17","4.6"
"649","perm_vsm4_SPL1_lh_partial_tstat1.nii","SPL1","partial","lh","right_lOMV","38","3.51"
"650","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","Unassigned","901616","0.06"
"651","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","right_lVIIIb","75","8.82"
"652","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","right_mVIIIb","159","10.21"
"653","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","left_mVIIIb","183","10.89"
"654","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","left_lVIIIb","159","7.57"
"655","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","left_VIIb","159","8.68"
"656","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","right_VIIb","124","9.12"
"657","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","left_mOMV","32","8.05"
"658","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","left_lOMV","67","6.79"
"659","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","right_mOMV","17","5.88"
"660","perm_vsm4_SPL1_rh_partial_tstat1.nii","SPL1","partial","rh","right_lOMV","38","5.66"
"661","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","Unassigned","901616","0.05"
"662","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","right_lVIIIb","75","6.8"
"663","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","right_mVIIIb","159","8.87"
"664","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","left_mVIIIb","183","8.96"
"665","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","left_lVIIIb","159","5.23"
"666","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","left_VIIb","159","10.02"
"667","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","right_VIIb","124","10.22"
"668","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","left_mOMV","32","7.28"
"669","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","left_lOMV","67","6.58"
"670","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","right_mOMV","17","5.12"
"671","perm_vsm4_TO1_lh_pearson_tstat1.nii","TO1","pearson","lh","right_lOMV","38","6.26"
"672","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","Unassigned","901616","0.04"
"673","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","right_lVIIIb","75","5.55"
"674","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","right_mVIIIb","159","7.58"
"675","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","left_mVIIIb","183","8.06"
"676","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","left_lVIIIb","159","4.93"
"677","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","left_VIIb","159","9.02"
"678","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","right_VIIb","124","8.96"
"679","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","left_mOMV","32","5.64"
"680","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","left_lOMV","67","4.81"
"681","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","right_mOMV","17","4.69"
"682","perm_vsm4_TO1_rh_pearson_tstat1.nii","TO1","pearson","rh","right_lOMV","38","5.56"
"683","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","Unassigned","901616","0.05"
"684","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","right_lVIIIb","75","7.44"
"685","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","right_mVIIIb","159","9.93"
"686","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","left_mVIIIb","183","10.25"
"687","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","left_lVIIIb","159","6.29"
"688","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","left_VIIb","159","11.45"
"689","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","right_VIIb","124","11.48"
"690","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","left_mOMV","32","7.57"
"691","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","left_lOMV","67","6.67"
"692","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","right_mOMV","17","5.88"
"693","perm_vsm4_TO1_bilat_pearson_tstat1.nii","TO1","pearson","bilat","right_lOMV","38","7.03"
"694","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","Unassigned","901616","0.03"
"695","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","right_lVIIIb","75","4.8"
"696","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","right_mVIIIb","159","6.02"
"697","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","left_mVIIIb","183","5.89"
"698","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","left_lVIIIb","159","3.51"
"699","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","left_VIIb","159","6.83"
"700","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","right_VIIb","124","7.62"
"701","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","left_mOMV","32","6.19"
"702","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","left_lOMV","67","5.78"
"703","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","right_mOMV","17","4.21"
"704","perm_vsm4_TO1_lh_partial_tstat1.nii","TO1","partial","lh","right_lOMV","38","5.01"
"705","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","Unassigned","901616","0.03"
"706","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","right_lVIIIb","75","3.01"
"707","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","right_mVIIIb","159","3.99"
"708","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","left_mVIIIb","183","4.54"
"709","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","left_lVIIIb","159","2.85"
"710","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","left_VIIb","159","5.27"
"711","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","right_VIIb","124","4.78"
"712","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","left_mOMV","32","2.84"
"713","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","left_lOMV","67","2.49"
"714","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","right_mOMV","17","2.91"
"715","perm_vsm4_TO1_rh_partial_tstat1.nii","TO1","partial","rh","right_lOMV","38","3.29"
"716","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","Unassigned","901616","0.03"
"717","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","right_lVIIIb","75","5.01"
"718","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","right_mVIIIb","159","6.54"
"719","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","left_mVIIIb","183","6.09"
"720","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","left_lVIIIb","159","3.65"
"721","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","left_VIIb","159","7.04"
"722","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","right_VIIb","124","7.55"
"723","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","left_mOMV","32","5.17"
"724","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","left_lOMV","67","5.04"
"725","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","right_mOMV","17","3.24"
"726","perm_vsm4_TO2_lh_pearson_tstat1.nii","TO2","pearson","lh","right_lOMV","38","4.74"
"727","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","Unassigned","901616","0.04"
"728","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","right_lVIIIb","75","4.89"
"729","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","right_mVIIIb","159","7.1"
"730","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","left_mVIIIb","183","7.01"
"731","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","left_lVIIIb","159","4.64"
"732","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","left_VIIb","159","8.45"
"733","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","right_VIIb","124","8.3"
"734","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","left_mOMV","32","5.65"
"735","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","left_lOMV","67","4.82"
"736","perm_vsm4_TO2_rh_pearson_tstat1.nii","TO2","pearson","rh","right_mOMV","17","4.21"
