"","file","roi","corrtype","hemi","cb_idx","nvoxels","t"
"244","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","right_lVIIIb","75","10.47"
"245","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","right_mVIIIb","159","12.95"
"246","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","left_mVIIIb","183","12.26"
"247","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","left_lVIIIb","159","8.99"
"248","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","left_VIIb","159","12.48"
"249","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","right_VIIb","124","12.2"
"250","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","left_mOMV","32","11.34"
"251","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","left_lOMV","67","9.47"
"252","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","right_mOMV","17","8.48"
"253","perm_vsm4_IPS3_bilat_pearson_tstat1.nii","IPS3","pearson","bilat","right_lOMV","38","8.58"
"254","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","Unassigned","901616","0.04"
"255","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","right_lVIIIb","75","5.78"
"256","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","right_mVIIIb","159","7.03"
"257","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","left_mVIIIb","183","4.72"
"258","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","left_lVIIIb","159","4.7"
"259","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","left_VIIb","159","5.38"
"260","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","right_VIIb","124","5.94"
"261","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","left_mOMV","32","5.26"
"262","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","left_lOMV","67","4.11"
"263","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","right_mOMV","17","4.32"
"264","perm_vsm4_IPS3_lh_partial_tstat1.nii","IPS3","partial","lh","right_lOMV","38","4.03"
"265","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","Unassigned","901616","0.05"
"266","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","right_lVIIIb","75","7.4"
"267","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","right_mVIIIb","159","8.64"
"268","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","left_mVIIIb","183","10.38"
"269","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","left_lVIIIb","159","6.67"
"270","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","left_VIIb","159","10.63"
"271","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","right_VIIb","124","9.93"
"272","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","left_mOMV","32","9.31"
"273","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","left_lOMV","67","8.22"
"274","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","right_mOMV","17","6.47"
"275","perm_vsm4_IPS3_rh_partial_tstat1.nii","IPS3","partial","rh","right_lOMV","38","6.92"
"276","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","Unassigned","901616","0.06"
"277","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","right_lVIIIb","75","8.28"
"278","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","right_mVIIIb","159","10.24"
"279","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","left_mVIIIb","183","9.23"
"280","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","left_lVIIIb","159","7.45"
"281","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","left_VIIb","159","10.46"
"282","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","right_VIIb","124","10.26"
"283","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","left_mOMV","32","9.6"
"284","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","left_lOMV","67","7.96"
"285","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","right_mOMV","17","7.45"
"286","perm_vsm4_IPS4_lh_pearson_tstat1.nii","IPS4","pearson","lh","right_lOMV","38","7.63"
"287","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","Unassigned","901616","0.04"
"288","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","right_lVIIIb","75","7.82"
"289","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","right_mVIIIb","159","9.05"
"290","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","left_mVIIIb","183","9.7"
"291","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","left_lVIIIb","159","6.27"
"292","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","left_VIIb","159","10.53"
"293","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","right_VIIb","124","10.49"
"294","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","left_mOMV","32","8.78"
"295","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","left_lOMV","67","8.2"
"296","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","right_mOMV","17","6.17"
"297","perm_vsm4_IPS4_rh_pearson_tstat1.nii","IPS4","pearson","rh","right_lOMV","38","6.96"
"298","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","Unassigned","901616","0.07"
"299","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","right_lVIIIb","75","10.29"
"300","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","right_mVIIIb","159","12.38"
"301","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","left_mVIIIb","183","12.34"
"302","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","left_lVIIIb","159","9.02"
"303","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","left_VIIb","159","13.26"
"304","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","right_VIIb","124","13.07"
"305","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","left_mOMV","32","11.37"
"306","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","left_lOMV","67","9.89"
"307","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","right_mOMV","17","8.59"
"308","perm_vsm4_IPS4_bilat_pearson_tstat1.nii","IPS4","pearson","bilat","right_lOMV","38","9.17"
"309","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","Unassigned","901616","0.06"
"310","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","right_lVIIIb","75","7.88"
"311","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","right_mVIIIb","159","9.32"
"312","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","left_mVIIIb","183","8.22"
"313","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","left_lVIIIb","159","7.09"
"314","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","left_VIIb","159","9.25"
"315","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","right_VIIb","124","9.46"
"316","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","left_mOMV","32","9.04"
"317","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","left_lOMV","67","7.29"
"318","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","right_mOMV","17","7.19"
"319","perm_vsm4_IPS4_lh_partial_tstat1.nii","IPS4","partial","lh","right_lOMV","38","7.29"
"320","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","Unassigned","901616","0.03"
"321","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","right_lVIIIb","75","6.52"
"322","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","right_mVIIIb","159","7.67"
"323","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","left_mVIIIb","183","8.59"
"324","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","left_lVIIIb","159","5.3"
"325","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","left_VIIb","159","9.63"
"326","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","right_VIIb","124","9.18"
"327","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","left_mOMV","32","7.55"
"328","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","left_lOMV","67","7.25"
"329","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","right_mOMV","17","4.95"
"330","perm_vsm4_IPS4_rh_partial_tstat1.nii","IPS4","partial","rh","right_lOMV","38","5.75"
"331","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","Unassigned","901616","0.06"
"332","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","right_lVIIIb","75","7.48"
"333","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","right_mVIIIb","159","9.41"
"334","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","left_mVIIIb","183","7.97"
"335","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","left_lVIIIb","159","6.59"
"336","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","left_VIIb","159","9.14"
"337","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","right_VIIb","124","9.07"
"338","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","left_mOMV","32","8.67"
"339","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","left_lOMV","67","6.86"
"340","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","right_mOMV","17","7.04"
"341","perm_vsm4_IPS5_lh_pearson_tstat1.nii","IPS5","pearson","lh","right_lOMV","38","6.72"
"342","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","Unassigned","901616","0.04"
"343","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","right_lVIIIb","75","6.36"
"344","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","right_mVIIIb","159","6.74"
"345","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","left_mVIIIb","183","8.09"
"346","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","left_lVIIIb","159","5.43"
"347","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","left_VIIb","159","8.28"
"348","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","right_VIIb","124","8.2"
"349","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","left_mOMV","32","5.86"
"350","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","left_lOMV","67","5.46"
"351","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","right_mOMV","17","4.38"
"352","perm_vsm4_IPS5_rh_pearson_tstat1.nii","IPS5","pearson","rh","right_lOMV","38","4.31"
"353","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","Unassigned","901616","0.07"
"354","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","right_lVIIIb","75","9.49"
"355","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","right_mVIIIb","159","11.04"
"356","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","left_mVIIIb","183","11.27"
"357","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","left_lVIIIb","159","8.43"
"358","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","left_VIIb","159","11.73"
"359","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","right_VIIb","124","11.7"
"360","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","left_mOMV","32","9.48"
"361","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","left_lOMV","67","8.11"
"362","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","right_mOMV","17","7.59"
"363","perm_vsm4_IPS5_bilat_pearson_tstat1.nii","IPS5","pearson","bilat","right_lOMV","38","7.35"
"364","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","Unassigned","901616","0.06"
"365","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","right_lVIIIb","75","7.21"
"366","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","right_mVIIIb","159","9.05"
"367","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","left_mVIIIb","183","7.53"
"368","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","left_lVIIIb","159","6.32"
"369","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","left_VIIb","159","8.7"
"370","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","right_VIIb","124","8.75"
"371","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","left_mOMV","32","8.47"
"372","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","left_lOMV","67","6.67"
"373","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","right_mOMV","17","6.97"
"374","perm_vsm4_IPS5_lh_partial_tstat1.nii","IPS5","partial","lh","right_lOMV","38","6.7"
"375","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","Unassigned","901616","0.04"
"376","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","right_lVIIIb","75","5.78"
"377","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","right_mVIIIb","159","6.02"
"378","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","left_mVIIIb","183","7.5"
"379","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","left_lVIIIb","159","5.04"
"380","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","left_VIIb","159","7.72"
"381","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","right_VIIb","124","7.52"
"382","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","left_mOMV","32","5.18"
"383","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","left_lOMV","67","4.9"
"384","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","right_mOMV","17","3.86"
"385","perm_vsm4_IPS5_rh_partial_tstat1.nii","IPS5","partial","rh","right_lOMV","38","3.7"
"386","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","Unassigned","901616","0.08"
"387","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","right_lVIIIb","75","8.39"
"388","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","right_mVIIIb","159","8.29"
"389","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","left_mVIIIb","183","9.46"
"390","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","left_lVIIIb","159","7.24"
"391","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","left_VIIb","159","10.97"
"392","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","right_VIIb","124","10.91"
"393","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","left_mOMV","32","9.36"
"394","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","left_lOMV","67","8.28"
"395","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","right_mOMV","17","7.57"
"396","perm_vsm4_LO1_lh_pearson_tstat1.nii","LO1","pearson","lh","right_lOMV","38","7.13"
"397","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","Unassigned","901616","0.09"
"398","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","right_lVIIIb","75","9.6"
"399","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","right_mVIIIb","159","10.04"
"400","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","left_mVIIIb","183","10.41"
"401","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","left_lVIIIb","159","8.55"
"402","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","left_VIIb","159","12.65"
"403","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","right_VIIb","124","12.87"
"404","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","left_mOMV","32","10.88"
"405","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","left_lOMV","67","9.32"
"406","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","right_mOMV","17","8.66"
"407","perm_vsm4_LO1_rh_pearson_tstat1.nii","LO1","pearson","rh","right_lOMV","38","8.61"
"408","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","Unassigned","901616","0.09"
"409","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","right_lVIIIb","75","9.84"
"410","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","right_mVIIIb","159","9.99"
"411","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","left_mVIIIb","183","10.95"
"412","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","left_lVIIIb","159","8.62"
"413","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","left_VIIb","159","12.82"
"414","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","right_VIIb","124","12.87"
"415","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","left_mOMV","32","10.86"
"416","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","left_lOMV","67","9.47"
"417","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","right_mOMV","17","8.8"
"418","perm_vsm4_LO1_bilat_pearson_tstat1.nii","LO1","pearson","bilat","right_lOMV","38","8.54"
"419","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","Unassigned","901616","0.04"
"420","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","right_lVIIIb","75","3.58"
"421","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","right_mVIIIb","159","3.07"
"422","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","left_mVIIIb","183","4.43"
"423","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","left_lVIIIb","159","3.1"
"424","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","left_VIIb","159","4.61"
"425","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","right_VIIb","124","4.55"
"426","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","left_mOMV","32","4.21"
"427","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","left_lOMV","67","3.92"
"428","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","right_mOMV","17","3.34"
"429","perm_vsm4_LO1_lh_partial_tstat1.nii","LO1","partial","lh","right_lOMV","38","2.94"
"430","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","Unassigned","901616","0.05"
"431","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","right_lVIIIb","75","4.95"
"432","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","right_mVIIIb","159","5.4"
"433","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","left_mVIIIb","183","4.78"
"434","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","left_lVIIIb","159","4.55"
"435","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","left_VIIb","159","7.24"
"436","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","right_VIIb","124","7.46"
"437","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","left_mOMV","32","6.54"
"438","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","left_lOMV","67","5.49"
"439","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","right_mOMV","17","5.14"
"440","perm_vsm4_LO1_rh_partial_tstat1.nii","LO1","partial","rh","right_lOMV","38","5.17"
"441","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","Unassigned","901616","0.07"
"442","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","right_lVIIIb","75","8.8"
"443","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","right_mVIIIb","159","9.78"
"444","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","left_mVIIIb","183","10.62"
"445","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","left_lVIIIb","159","7.38"
"446","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","left_VIIb","159","11.67"
"447","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","right_VIIb","124","12.01"
"448","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","left_mOMV","32","9.79"
"449","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","left_lOMV","67","8.65"
"450","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","right_mOMV","17","7.73"
"451","perm_vsm4_LO2_lh_pearson_tstat1.nii","LO2","pearson","lh","right_lOMV","38","8.09"
"452","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","Unassigned","901616","0.06"
"453","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","right_lVIIIb","75","8.57"
"454","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","right_mVIIIb","159","10.76"
"455","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","left_mVIIIb","183","10.4"
"456","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","left_lVIIIb","159","7.68"
"457","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","left_VIIb","159","12.11"
"458","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","right_VIIb","124","12.14"
"459","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","left_mOMV","32","10.07"
"460","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","left_lOMV","67","8.21"
"461","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","right_mOMV","17","7.74"
"462","perm_vsm4_LO2_rh_pearson_tstat1.nii","LO2","pearson","rh","right_lOMV","38","8.09"
"463","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","Unassigned","901616","0.07"
"464","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","right_lVIIIb","75","9.73"
"465","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","right_mVIIIb","159","11.32"
"466","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","left_mVIIIb","183","11.8"
"467","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","left_lVIIIb","159","8.38"
"468","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","left_VIIb","159","13.03"
"469","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","right_VIIb","124","13.34"
"470","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","left_mOMV","32","10.8"
"471","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","left_lOMV","67","9.25"
"472","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","right_mOMV","17","8.46"
"473","perm_vsm4_LO2_bilat_pearson_tstat1.nii","LO2","pearson","bilat","right_lOMV","38","8.92"
"474","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","Unassigned","901616","0.04"
"475","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","right_lVIIIb","75","5.04"
"476","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","right_mVIIIb","159","4.75"
"477","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","left_mVIIIb","183","5.7"
"478","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","left_lVIIIb","159","4.07"
"479","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","left_VIIb","159","6.45"
"480","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","right_VIIb","124","6.83"
"481","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","left_mOMV","32","5.89"
"482","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","left_lOMV","67","5.66"
"483","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","right_mOMV","17","4.63"
"484","perm_vsm4_LO2_lh_partial_tstat1.nii","LO2","partial","lh","right_lOMV","38","4.74"
"485","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","Unassigned","901616","0.03"
"486","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","right_lVIIIb","75","3.85"
"487","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","right_mVIIIb","159","5.36"
"488","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","left_mVIIIb","183","4.71"
"489","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","left_lVIIIb","159","3.43"
"490","perm_vsm4_LO2_rh_partial_tstat1.nii","LO2","partial","rh","left_VIIb","159","6.26"
